Opponent,Timeline,Start time,Duration,Row,Instance number,1st Phase Pass,1st Phase Receiver,2nd Phase Pass,2nd Phase Receiver,Feed Location,Feed Success,Gains / Turnover Reason,Player,Quarter,Shooter Position,Shot Location,Shot Outcome,Turnover Location,Ungrouped,Notes,Flags
Thailand,SGPvsTHA_141225,3539.3935833759983,13.40496190099202,SGP CPA,51,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3597.354444,17.445759430004273,SGP CPA,52,Center Mid Defense,GD,Center Left Attack,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3645.597277853981,21.600438908016713,SGP CPA,53,Center Left Attack,WA,Center Left Attack,WD,"Circle Edge, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3696.2937120030033,19.105112759983058,SGP CPA,54,Center Left Attack,WA,Center Left Attack,GA,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3747.488902113974,55.90817787901915,SGP CPA,55,Center Right Attack,WA,Attacking Right,C,"Outside Circle, Circle Edge","NO, YES",,,"Q4, Q4, Q4, Q4, Q4, Q4, Q4","GS, GS","Outer Middle, Inner Left","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,3838.7905125489933,33.30804916799025,SGP CPA,56,Center Right Attack,WD,,Not Taken,Circle Edge,YES,,,"Q4, Q4, Q4, Q4, Q4",GS,Outer Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3892.193155795006,14.505282260989134,SGP CPA,57,Center Right Attack,WA,Attacking Right,C,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3945.4929645419816,20.90552939,SGP CPA,58,Center Right Defense,WA,Center Right Attack,WD,Outside Circle,YES,,,"Q4, Q4, Q4, Q4","GA, GA","Inner Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,3988.784317588993,21.81376770000361,SGP CPA,59,,Not Taken,,,Outside Circle,YES,,,"Q4, Q4, Q4, Q4",GS,Inner Left,OPP Goal,,,,
Thailand,SGPvsTHA_141225,253.08815323398596,11.809766185003525,SGP DCPA,1,Center Left Attack,WA,Attacking Left,GA,Outside Circle,YES,,,"Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,329.7898494789904,17.30673517999378,SGP DCPA,2,Center Mid Attack,WA,Center Mid Attack,C,Inside Circle,YES,,,"Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,395.6909765849789,16.307139618017914,SGP DCPA,3,Center Left Attack,WA,Attacking D,GA,"Outside Circle, Inside Circle","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,466.89861028100546,9.808034163439004,SGP DCPA,4,Center Mid Attack,WA,Attacking D,GA,Outside Circle,YES,,,"Q1, Q1, Q1",GA,Outer Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,554.9929717609871,14.798529933997315,SGP DCPA,5,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,612.093554,14.102618287995142,SGP DCPA,6,Center Mid Attack,GA,Attacking Right Pocket,WA,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,648.7944481339971,4.903673025,SGP DCPA,7,,Not Taken,,,,,,,Q1,,,,,,,
Thailand,SGPvsTHA_141225,763.8934357969817,14.804249792001542,SGP DCPA,8,Center Left Attack,WA,Attacking D,GA,"Outside Circle, Circle Edge","YES, YES",,,"Q1, Q1, Q1, Q1",GA,Outer Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,806.0930930739903,14.802140146000397,SGP DCPA,9,Center Mid Attack,WA,Attacking D,GA,"Outside Circle, Inside Circle","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,859.9939612770003,24.40472343699787,SGP DCPA,10,Center Left Attack,WA,Attacking Middle,C,Circle Edge,YES,,,"Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,978.3920962069723,14.306391337028344,SGP DCPA,11,Center Left Attack,WA,Attacking Left,C,"Outside Circle, Inside Circle","YES, YES",,,"Q1, Q1, Q1, Q1",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1039.5926491629668,7.285282259017549,SGP DCPA,12,Center Right Attack,GA,,Not Taken,,,,,Q1,,,,,,,
Thailand,SGPvsTHA_141225,1166.098597716007,12.993081314964456,SGP DCPA,13,Center Mid Attack,GA,Attacking Right Pocket,WA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1218.8122553189642,16.48693501102025,SGP DCPA,14,Center Right Attack,WA,Attacking Right,C,Inside Circle,YES,,,"Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1270.0934668759967,5.673122012892236,SGP DCPA,15,Center Right Attack,GA,,Not Taken,,,,,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1322.7936090719866,16.605749344008473,SGP DCPA,16,Center Mid Attack,WA,Attacking Right,GS,Inside Circle,YES,,,"Q2, Q2, Q2",GA,Inner Right,SGP Miss,,,,
Thailand,SGPvsTHA_141225,1414.290791351001,19.507405512989635,SGP DCPA,17,Center Mid Attack,WA,Attacking D,Not Taken,"Outside Circle, Inside Circle","YES, YES",,,"Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1460.368611111111,24.529386942904694,SGP DCPA,18,Center Mid Attack,WA,Center Right Attack,WD,"Outside Circle, Inside Circle","YES, YES",,,"Q2, Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1530.2341555555556,20.46372521240778,SGP DCPA,19,Center Right Attack,GA,Attacking Right Pocket,WA,Inside Circle,YES,,,"Q2, Q2, Q2",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1568.4940835259886,11.904562978987542,SGP DCPA,20,Center Left Attack,GA,Attacking D,GS,Outside Circle,YES,,,"Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1610.5937968809894,13.900964338995436,SGP DCPA,21,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q2, Q2, Q2",GS,Inner Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1658.3924606969867,28.006111429001976,SGP DCPA,22,Center Mid Attack,WD,Attacking Right,C,"Circle Edge, Circle Edge","NO, YES",,,"Q2, Q2, Q2, Q2",GA,Outer Left,SGP Miss,,,,
Thailand,SGPvsTHA_141225,1778.4933207469849,9.778568141904088,SGP DCPA,23,Center Mid Attack,GA,Attacking Left Pocket,WA,"Outside Circle, Inside Circle","YES, YES",,,"Q2, Q2, Q2, Q2",GA,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1816.693238804977,7.904412355020213,SGP DCPA,24,Center Right Attack,GA,,Not Taken,,,,,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1913.4946584849802,13.603179209024802,SGP DCPA,25,Center Mid Attack,WA,Attacking Middle,GA,"Outside Circle, Circle Edge, Inside Circle","YES, YES, YES",,,"Q2, Q2, Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,1967.3937541939947,15.370979139338715,SGP DCPA,26,Center Right Attack,GA,Attacking Right,C,"Outside Circle, Outside Circle, Inside Circle","YES, YES, NO",,,"Q2, Q2, Q2, Q2",,,,,,,
Thailand,SGPvsTHA_141225,2040.993761661985,14.302133736982341,SGP DCPA,27,Center Mid Attack,WD,Center Mid Attack,C,"Outside Circle, Circle Edge","YES, YES",,,"Q2, Q2, Q2, Q2",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,2084.991836997985,7.039751890903972,SGP DCPA,28,Center Mid Attack,WA,,Not Taken,Outside Circle,NO,,,"Q2, Q2",,,,,,,
Thailand,SGPvsTHA_141225,2193.397469,24.401069206964166,SGP DCPA,29,Center Mid Attack,GA,Center Mid Attack,WD,Circle Edge,YES,,,"Q3, Q3, Q3",GA,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,2257.1916606169966,25.206927392995567,SGP DCPA,30,Center Right Defense,WD,Center Mid Attack,GA,Circle Edge,YES,,,"Q3, Q3, Q3, Q3","GS, GS","Inner Right, Inner Right","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,2325.598113626993,26.00048653000522,SGP DCPA,31,Center Right Attack,GA,Attacking Right,WA,"Outside Circle, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,2373.2156687129896,13.082836747011243,SGP DCPA,32,Center Left Attack,GA,Attacking Left,C,"Circle Edge, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GA,Inner Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,2438.7929905809733,21.004501505016833,SGP DCPA,33,Center Left Attack,WA,Center Left Attack,WD,Outside Circle,YES,,,"Q3, Q3, Q3, Q3","GS, GA","Outer Left, Inner Right","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,2490.897822,11.89977342001157,SGP DCPA,34,Center Mid Attack,GA,,Not Taken,,,,,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2586.1950362199827,8.103639602993098,SGP DCPA,35,,Not Taken,,,,,,,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2662.190265084991,20.685679144006826,SGP DCPA,36,Center Mid Attack,WA,Attacking Right,C,"Outside Circle, Circle Edge","NO, NO",,,"Q3, Q3, Q3",,,,,,,
Thailand,SGPvsTHA_141225,2763.088156273985,6.708233886,SGP DCPA,37,,Not Taken,,,,,,,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2825.4930056259896,15.205519281997113,SGP DCPA,38,Center Left Attack,WA,Attacking Left,GA,"Circle Edge, Inside Circle","YES, YES",,,"Q3, Q3, Q3, Q3",GS,Inner Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,2863.3916283999906,29.447327155564835,SGP DCPA,39,Center Left Defense,WD,Center Left Attack,C,"Outside Circle, Circle Edge","YES, YES",,,"Q3, Q3, Q3, Q3, Q3","GS, GA","Inner Right, Inner Middle","SGP Miss, SGP Miss",,,,
Thailand,SGPvsTHA_141225,2950.891770105009,12.605850502967314,SGP DCPA,40,Center Left Attack,GA,Attacking Left Pocket,C,Circle Edge,YES,,,"Q3, Q3, Q3",GA,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,2982.4940571219868,16.70085069898232,SGP DCPA,41,Center Left Attack,WA,Attacking Left,C,Outside Circle,YES,,,"Q3, Q3, Q3",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3027.991846913983,12.10574258099814,SGP DCPA,42,Center Left Attack,WD,Attacking Left Pocket,WA,Circle Edge,YES,,,"Q3, Q3, Q3",GA,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3074.693504827003,23.504970908975338,SGP DCPA,43,Center Left Attack,WD,Attacking Left,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3130.393485409982,19.004935052997553,SGP DCPA,44,Center Right Attack,WA,Attacking Right,C,Outside Circle,YES,,,"Q4, Q4, Q4",GA,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3173.5926158999787,26.206559279013163,SGP DCPA,45,Center Mid Defense,GD,Center Right Defense,WD,"Outside Circle, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4, Q4","GA, GS","Outer Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,3215.7940663139825,21.203358665029555,SGP DCPA,46,Center Right Defense,GD,Center Right Defense,WD,Outside Circle,YES,,,"Q4, Q4, Q4",GA,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3266.9896208619884,9.807781102,SGP DCPA,47,Center Left Attack,WA,Attacking Left Pocket,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3299.6203818139957,13.377177449008741,SGP DCPA,48,Center Right Attack,WA,Center Mid Attack,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3358.9921669759997,28.10641350698552,SGP DCPA,49,Center Right Attack,GA,Attacking Right,WA,"Circle Edge, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4, Q4","GS, GS","Outer Left, Inner Middle","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,3417.3926467079705,17.30495752402294,SGP DCPA,50,Center Right Attack,Not Taken,,,,,,,Q4,,,,,,,
Thailand,SGPvsTHA_141225,3539.3935833759983,13.40496190099202,SGP DCPA,51,Center Right Attack,WA,Attacking Right Pocket,GA,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Middle,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3597.354444,17.445759430004273,SGP DCPA,52,Center Mid Defense,GD,Center Left Attack,C,Circle Edge,YES,,,"Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3645.597277853981,21.600438908016713,SGP DCPA,53,Center Left Attack,WA,Center Left Attack,WD,"Circle Edge, Circle Edge","YES, YES",,,"Q4, Q4, Q4, Q4",GS,Inner Right,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3696.2937120030033,19.105112759983058,SGP DCPA,54,Center Left Attack,WA,Center Left Attack,GA,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3747.488902113974,12.620308997137272,SGP DCPA,55,Center Right Attack,WA,Attacking Right,C,Outside Circle,NO,,,"Q4, Q4",,,,,,,
Thailand,SGPvsTHA_141225,3838.7905125489933,11.99636522878427,SGP DCPA,56,Center Right Attack,WD,Attacking Right Pocket,Not Taken,,,,,Q4,,,,,,,
Thailand,SGPvsTHA_141225,3892.193155795006,14.505282260989134,SGP DCPA,57,Center Right Attack,WA,Attacking Right,C,Outside Circle,YES,,,"Q4, Q4, Q4",GS,Inner Left,SGP Goal,,,,
Thailand,SGPvsTHA_141225,3945.4929645419816,20.90552939,SGP DCPA,58,Center Right Defense,WA,Center Right Attack,"C, WD",Outside Circle,YES,,,"Q4, Q4, Q4, Q4","GA, GA","Inner Middle, Inner Middle","SGP Miss, SGP Goal",,,,
Thailand,SGPvsTHA_141225,3988.784317588993,6.213493206011208,SGP DCPA,59,,Not Taken,,,,,,,Q4,,,,,,,
Thailand,SGPvsTHA_141225,253.56002222222224,5,SGP Feed,1,,,,,Outside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Thailand,SGPvsTHA_141225,275.1915960460084,5.194980827980999,SGP Feed,2,,,,,Circle Edge,NO,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,336.7699333333333,5,SGP Feed,3,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Thailand,SGPvsTHA_141225,378.6053111111111,5,SGP Feed,4,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,382.18946666666665,5,SGP Feed,5,,,,,Circle Edge,YES,,Rachel Ling,Q1,,,,,,,
Thailand,SGPvsTHA_141225,397.18837777777776,5,SGP Feed,6,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,398.99194593100106,5.501213131983661,SGP Feed,7,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Thailand,SGPvsTHA_141225,455.39252870099654,5.129912476990512,SGP Feed,8,,,,,Circle Edge,YES,,Rachel Ling,Q1,,,,,,,
Thailand,SGPvsTHA_141225,466.89413724598853,5.299395863004577,SGP Feed,9,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,559.0985138909942,5.316321730994332,SGP Feed,10,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,616.5920333333333,5,SGP Feed,11,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,763.8734111111111,5,SGP Feed,12,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,767.8967432019772,5.195199165011445,SGP Feed,13,,,,,Circle Edge,YES,,Rachel Ling,Q1,,,,,,,
Thailand,SGPvsTHA_141225,806.7196555555555,5,SGP Feed,14,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,810.5930432,5.201180198992915,SGP Feed,15,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Thailand,SGPvsTHA_141225,845.6557333333334,5,SGP Feed,16,,,,,Outside Circle,YES,,Rachel Ling,Q1,,,,,,,
Thailand,SGPvsTHA_141225,873.7949704769901,5.297515003011881,SGP Feed,17,,,,,Circle Edge,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,932.3932693739933,5.204816630017717,SGP Feed,18,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Thailand,SGPvsTHA_141225,982.2012222222222,5,SGP Feed,19,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,983.3936850509909,5.198537625008498,SGP Feed,20,,,,,Inside Circle,YES,,Toh Kai Wei,Q1,,,,,,,
Thailand,SGPvsTHA_141225,1112.9943709429976,5.198942300987937,SGP Feed,21,,,,,Outside Circle,YES,,Angelina Lim,Q1,,,,,,,
Thailand,SGPvsTHA_141225,1167.992232839003,5.201693553967289,SGP Feed,22,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1225.4952502279937,5.194040214,SGP Feed,23,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1258.793726258966,5.207579857024257,SGP Feed,24,,,,,Outside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1312.6930273279918,5.308691557000884,SGP Feed,25,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1325.090826286993,5.203167494988293,SGP Feed,26,,,,,Inside Circle,YES,,Lee Pei Shan,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1349.2942012619892,5.2001814799918975,SGP Feed,27,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1399.8947300929979,5.299747308986525,SGP Feed,28,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1414.7927202370122,9.401577474000987,SGP Feed,29,,,Attacking D,Not Taken,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1424.4934499699928,5.303939517,SGP Feed,30,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1470.2936057639672,5.298684843014371,SGP Feed,31,,,,,Outside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1475.7652924869913,5.248921259013059,SGP Feed,32,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1542.1929655310064,5.201322417985239,SGP Feed,33,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1570.106188888889,5,SGP Feed,34,,,,,Outside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1613.6913450309858,5.203813060010134,SGP Feed,35,,,,,Circle Edge,YES,,Toh Kai Wei,Q2,,,,,,,
Malaysia_final,SGP vs MAS_final_17122025,2059.698200858955,10.999316695032576,OPP Shot,29,,,,,,,,,Q3,GS,Inner Right,OPP Goal,,,,
Thailand,SGPvsTHA_141225,1646.3937361179849,5.188727447026622,SGP Feed,37,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1663.6927128049751,5.200464934030833,SGP Feed,38,,,,,Circle Edge,NO,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1675.0936288119792,5.306806328993616,SGP Feed,39,,,,,Circle Edge,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1757.3927114809858,5.304196394998826,SGP Feed,40,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1759.7940533229855,5.302994732993511,SGP Feed,41,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1780.6962730749876,5.197589572019979,SGP Feed,42,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1782.0935444599636,5.320923165033491,SGP Feed,43,,,,,Inside Circle,YES,,Lee Pei Shan,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1901.4955564539905,5.129609022003933,SGP Feed,44,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1902.690396219004,5.206495456979837,SGP Feed,45,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1913.8983721939803,5.1941123310002695,SGP Feed,46,,,,,Outside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1916.394001179998,5.3061556210050185,SGP Feed,47,,,,,Circle Edge,YES,,Rachel Ling,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1917.6940013869932,5.204332105984122,SGP Feed,48,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1953.792950522984,5.1269448910247775,SGP Feed,49,,,,,Circle Edge,YES,,Rachel Ling,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1955.193080596966,5.198220564,SGP Feed,50,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1971.904388888889,5,SGP Feed,51,,,,,Outside Circle,YES,,Rachel Ling,Q2,,,,,,,
Thailand,SGPvsTHA_141225,1973.5779555555555,5,SGP Feed,52,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Malaysia_final,SGP vs MAS_final_17122025,2123.6895231910207,66.80928201193092,SGP CPA,30,Center Right Attack,GA,Center Mid Defense,GD,"Outside Circle, Outside Circle, Circle Edge","YES, YES, YES",,,"Q3, Q3, Q3, Q3, Q3, Q3, Q3, Q3","GA, GA, GS","Outer Middle, Inner Right, Inner Right","SGP Miss, OPP Miss, OPP Goal",,,,
Thailand,SGPvsTHA_141225,2006.1912560009857,5.2934244879870676,SGP Feed,54,,,,,Outside Circle,YES,,Rachel Ling,Q2,,,,,,,
Thailand,SGPvsTHA_141225,2027.6939606049773,5.182421180011943,SGP Feed,55,,,,,Circle Edge,YES,,Rachel Ling,Q2,,,,,,,
Thailand,SGPvsTHA_141225,2044.5928869979716,5.201153223014899,SGP Feed,56,,,,,Outside Circle,YES,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,2046.495749081978,5.128828557012184,SGP Feed,57,,,,,Inside Circle,YES,,Toh Kai Wei,Q2,,,,,,,
Thailand,SGPvsTHA_141225,2085.9935847809797,5.400950011996429,SGP Feed,58,,,,,Outside Circle,NO,,Angelina Lim,Q2,,,,,,,
Thailand,SGPvsTHA_141225,2161.8936740339905,5.200355699004831,SGP Feed,59,,,,,Outside Circle,NO,,Amandeep Chahal,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2179.8937128499833,5.317183296006078,SGP Feed,60,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2197.671877777778,5,SGP Feed,61,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2268.1954333333333,5,SGP Feed,62,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2312.5897218840064,5.141275395998491,SGP Feed,63,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2332.9922651809984,5.200774634000936,SGP Feed,64,,,,,Outside Circle,YES,,Tan Yi Jie,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2335.690272946015,5.307551615961529,SGP Feed,65,,,,,Inside Circle,YES,,Amandeep Chahal,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2376.093639481982,5.204268619,SGP Feed,66,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2377.6935300640007,5.104897707988584,SGP Feed,67,,,,,Inside Circle,YES,,Lee Pei Shan,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2443.7902241169763,5.212927084006878,SGP Feed,68,,,,,Outside Circle,YES,,Tan Yi Jie,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2648.1789777777776,5,SGP Feed,69,,,,,Circle Edge,YES,,Tan Yi Jie,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2649.0911248139846,5.403009309,SGP Feed,70,,,,,Circle Edge,YES,,Tan Yi Jie,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2666.393281967993,5.308245881997209,SGP Feed,71,,,,,Outside Circle,NO,,Amandeep Chahal,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2677.3987555555555,5,SGP Feed,72,,,,,Circle Edge,NO,,Amandeep Chahal,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2714.0926266879874,5.200498335,SGP Feed,73,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2789.995016219975,5.202363009032979,SGP Feed,74,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2811.593979026975,5.192108474001998,SGP Feed,75,,,,,Circle Edge,YES,,Amandeep Chahal,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2829.696818404974,5.097592515013275,SGP Feed,76,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2830.9940835159978,5.114087972978723,SGP Feed,77,,,,,Inside Circle,YES,,Amandeep Chahal,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2871.196569205981,5.188070243993479,SGP Feed,78,,,,,Outside Circle,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2874.1953601530004,5.293442454986689,SGP Feed,79,,,,,Circle Edge,YES,,Goh Wei Ping,Q3,,,,,,,
Thailand,SGPvsTHA_141225,2953.795594794991,5.202459303005071,SGP Feed,80,,,,,Circle Edge,YES,,Tan Yi Jie,Q3,,,,,,,
